Method,Description,similarity_score,EvlScore
setEscapeProcessing,"打开或关闭此 
               RowSet对象的转义处理。",0.84160924,1.0
icCurveData,ICC配置文件常量：curveType数据。,0.7576727,1.0
hasUnsupportedCriticalExtension,检查是否存在不受支持的关键扩展。,0.8185684,0.8
startProduction,"将指定的 
               ImageConsumer对象注册为使用者并开始立即重建图像数据，然后将其传递给此消费者以及可能已经向生产者注册的任何其他消费者。",0.8445995,1.0
subscribe,如果可能，添加给定的订阅者。,0.85861224,1.0
getBounds,返回一个整数Rectangle完全包围Shape 。,0.8344902,1.0
adjustInto,调整指定的时态对象以使其具有与此对象相同的日期和时间。,0.8624627,1.0
getXAConnection,尝试使用给定的用户名和密码建立物理数据库连接。,0.84534717,1.0
previousSibling,"将 
               TreeWalker移动到当前节点的上一个兄弟节点，并返回新节点。",0.85721105,1.0
readBoolean,"从该流读取一个字节，并返回一个 
               boolean的值 
               true如果是非零， 
               false ，如果它是零。",0.87256527,1.0
getSessionTimeout,"返回在此 
               SSLSessionContext下分组的 
               SSLSession对象的超时限制。",0.79881555,1.0
accept,测试指定文件是否应包含在文件列表中。,0.1098043,1.0
setNamespaceContext,设置前缀和uri绑定的当前名称空间上下文。,0.74836326,1.0
uis,包含真实UI的向量。,0.8188852,1.0
setBigDecimal,"将此 
               RowSet对象命令中的指定参数设置为给定的 
               java.math.BigDecimal值。",0.8601244,1.0
supportsCustomEditor,确定此属性编辑器是否支持自定义编辑器。,0.9047105,1.0
setTimestamp,"将此 
               RowSet对象命令中的指定参数设置为给定的 
               java.sql.Timestamp值。",0.8632935,1.0
getOffset,获取这些规则中指定时刻适用的偏移量。,0.83732504,1.0
login,"验证 
               Subject方法（阶段1）。",0.73229504,1.0
asIterator,返回一个Iterator ，它遍历此枚举所涵盖的其余元素。,0.8870702,1.0
addChangeListener,添加侦听器以在属性更改时进行跟踪。,0.79062283,1.0
setAccessibleRowDescription,设置表的指定行的描述文本。,0.7818643,0.8
preferenceChange,在添加，删除首选项或更改其值时调用此方法。,0.8296268,1.0
setMnemonic,设置按钮的键盘助记符（快捷键或加速键）。,0.83503187,1.0
icSigSpace7CLR,ICC配置文件颜色空间类型签名：'7CLR'。,0.7898985,0.8
now,从默认时区中的系统时钟获取当前日期时间。,0.62079895,1.0
getDot,获取插入符号的当前位置。,0.7860455,1.0
setBlob,"将指定参数设置为 
               InputStream对象。",0.80017406,1.0
getName,实体的名称,0.78812563,1.0
with,返回此日期时间的调整副本。,0.31634617,1.0
setConcurrency,"将此 
               RowSet对象的并发设置为给定的并发级别。",0.8156446,1.0
read,从该通道读取一系列字节到给定缓冲区的子序列。,0.4276129,1.0
setTime,"将指定参数设置为给定的 
               java.sql.Time值。",0.7610418,1.0
update,使用指定缓冲区中的字节更新当前校验和。,0.79827076,1.0
getEnclosedElements,返回在此类或接口中直接声明的字段，方法，构造函数和成员类型。,0.79321116,1.0
date,从预测年，月份和日期字段中获取此年表中的本地日期。,0.3805496,1.0
truncate,"截断此 
               Blob对象表示的 
               BLOB值为 
               len字节长度。",0.82688904,1.0
getModulus,返回模数。,0.7546762,1.0
getRawType,"返回表示声明此类型的类或接口的 
               Type对象。",0.8451329,1.0
write,从给定的缓冲区向该通道写入一个字节序列。,0.7410519,1.0
setBlob,"将指定参数设置为给定的 
               java.sql.Blob对象。",0.7939528,1.0
visitPackage,访问包元素。,0.83527535,1.0
free,"此方法释放 
               Array对象并释放它所拥有的资源。",0.75010157,1.0
menuDragMouseExited,拖动鼠标离开菜单组件的显示区域时调用。,0.8649044,1.0
setErrorHandler,允许应用程序注册错误事件处理程序。,0.8578183,1.0
annotationType,返回此批注的批注类型。,0.7995117,1.0
replaceEdit,"如果此 
               UndoableEdit应替换 
               anEdit则返回true。",0.7873039,1.0
getAttributeType,返回提供的索引处的属性的XML类型,0.8501636,1.0
getMinY,返回RenderedImage的最小Y坐标（包括）。,0.79574543,1.0
plusMonths,"返回此 
               YearMonth的副本，并添加指定的月份数。",0.8885713,1.0
getSubElements,此方法应返回包含接收菜单元素的子元素的数组。,0.7908767,1.0
setTime,"将指定参数设置为给定的 
               java.sql.Time值。",0.7610418,1.0
writeRowId,"将SQL 
               ROWID值写入流。",0.8382528,1.0
visitType,访问类型元素。,0.7983581,1.0
writeChars,"将字符串 
               s中的每个字符按 
               s写入输出流，每个字符两个字节。",0.8269836,1.0
setPolyPressure,对指定音符的键压力的变化做出反应。,0.7437342,1.0
allocate,分配一个新的char缓冲区。,0.827429,1.0
headSet,"返回此set的部分视图，其元素严格小于 
               toElement 。",0.8352144,1.0
forEachRemaining,对每个剩余元素执行给定操作，直到处理完所有元素或操作引发异常。,0.88608813,1.0
test,根据给定的参数计算此谓词。,0.4635191,1.0
item,"返回集合中的 
               index项。",0.46265584,1.0
getFeature,"此方法返回一个专用对象，该对象实现指定功能和版本的专用API，如 
               DOM Features中所述 。",0.8786526,1.0
paintBorder,涂边框。,0.7954168,1.0
getVersion,返回此XML流的XML版本,0.85532284,1.0
initialize,初始化此LoginModule。,0.8000637,1.0
printJobNoMoreEvents,被叫通知客户不再发送任何事件。,0.83052623,1.0
getContext,返回指定组件的Context。,0.8507712,1.0
setMetaData,"将给定 
               RowSetMetaData对象为 
               RowSetMetaData对象为这个 
               RowSet对象。",0.802542,1.0
getImplementations,返回所提供服务的实现。,0.772524,1.0
toInstant,"将此日期时间转换为 
               Instant 。",0.88883233,1.0
getTitledBorderText,返回标题边框文本。,0.80226725,1.0
toLocalDate,获取此日期时间的本地日期部分。,0.8277505,1.0
isOther,判断文件是否不是常规文件，目录或符号链接。,0.87745833,1.0
readChar,"等效于 
               readUnsignedShort ，但使用 
               char数据类型返回结果除外。",0.8137627,1.0
isDataFlavorSupported,返回此对象是否支持指定的数据flavor。,0.7063865,0.8
asReadOnlyBuffer,创建一个共享此缓冲区内容的新的只读浮点缓冲区。,0.9130447,1.0
removeBindings,从键映射中删除所有绑定。,0.7258662,1.0
setTimestamp,"使用给定的 
               Calendar对象将指定参数设置为给定的 
               java.sql.Timestamp值。",0.87515634,1.0
readAttributes,将基本文件属性读取为批量操作。,0.80695105,1.0
thenAcceptBothAsync,返回一个新的CompletionStage，当这个和另一个给定的阶段都正常完成时，使用提供的执行程序执行，其中两个结果作为提供的操作的参数。,0.7765997,1.0
addFirst,"如果可以在不违反容量限制的情况下立即插入指定元素，则在此双端队列的前面插入指定元素，如果当前没有可用空间，则抛出 
               IllegalStateException 。",0.84208775,1.0
getElement,获取给定索引处的子元素。,0.7677784,1.0
getTarget,此处理指令的目标。,0.78639996,1.0
getChildElementCount,返回Element类型的元素的当前子节点数。,0.8427888,1.0
getMark,获取标记的当前位置。,0.74184436,1.0
jdbcCompliant,报告此驱动程序是否是真正的JDBC Compliant™驱动程序。,0.88668513,1.0
readObject,"读取流头部的数据并将其作为Java编程语言中的 
               Object返回。",0.8285783,1.0
shardingKey,"指定创建连接时使用的 
               shardingKey",0.8814911,1.0
endEntity,报告实体的结束。,0.7938442,1.0
getTransferData,返回表示要传输的数据的对象。,0.8070469,1.0
setValueIsAdjusting,此属性表示对模型值的任何即将发生的更改都应视为单个事件。,0.7090231,1.0
getFlavorsForNative,"返回 
               List的 
               DataFlavor s到其指定的 
               String对应。",0.68736035,1.0
enableClientWindowNotification,启用或禁用当前客户端窗口的指定输入方法的位置和状态的通知。,0.84135234,0.8
put,"相对 
               put方法 
               （可选操作） 。",0.8560952,1.0
handleEvent,"每当发生 
               EventListener接口注册类型的事件时，都会调用此方法。",0.78526497,1.0
setTimestamp,"将指定参数设置为给定的 
               java.sql.Timestamp值。",0.8640707,1.0
remainingCapacity,"返回理想情况下（在没有内存或资源限制的情况下）此队列可以无阻塞地接受的其他元素的数量，如果没有内部限制，则 
               Integer.MAX_VALUE 。",0.80533403,1.0
visitUnknown,访问未知指令。,0.83972573,1.0
getGuarantor,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.8849605,1.0
isDocFlavorSupported,"确定此打印服务是否支持特定的 
               DocFlavor 。",0.66214335,1.0
unloadAllInstruments,"卸载指定的 
               Soundbank包含的所有仪器。",0.85589695,1.0
removeActionListener,删除ActionListener,0.9103389,1.0
convertImageMetadata,"返回一个 
               IIOMetadata对象，该对象可用于编码，并可选择使用其文档接口或特定于将用于编码的writer插件的其他接口进行修改。",0.8403773,1.0
resolveToClass,部分解析一个名字。,0.9015737,1.0
headSet,"返回此set的部分视图，其元素严格小于 
               toElement 。",0.8352144,1.0
getValue,获取此属性的规范化值,0.7591072,1.0
registerOutParameter,"将序号位置 
               parameterIndex的参数注册为JDBC类型 
               sqlType 。",0.9074695,1.0
getUnits,返回唯一定义此TemporalAmount值的单元列表。,0.7553258,1.0
setLocale,设置格式化诊断和其他本地化数据时要应用的区域设置。,0.8437085,1.0
paintValue,将值的表示绘制到屏幕空间的给定区域中。,0.754918,1.0
parallelStream,"以此集合为源返回可能并行的 
               Stream 。",0.8360323,1.0
getURL,"以 
               java.net.URL对象的形式检索指定的JDBC 
               DATALINK参数的值。",0.79277164,1.0
firstKey,返回此映射中当前的第一个（最低）键。,0.69913185,1.0
writeCharacters,将文本写入输出,0.89716554,1.0
equals,"将此 
               RowId与指定的对象进行比较。",0.7793429,1.0
getColumn,"返回列的 
               TableColumn对象 
               columnIndex 。",0.86814547,1.0
getLength,此映射中的节点数。,0.7195673,1.0
containsAll,"如果此集合包含指定集合中的所有元素，则返回 
               true 。",0.7866005,1.0
setDate,"使用给定的 
               java.sql.Date值设置此 
               RowSet对象命令中的指定参数。",0.7973833,1.0
getParameters,返回此可执行文件的形式参数。,0.80077213,1.0
hasArray,判断此缓冲区是否由可访问的数组支持。,0.799092,1.0
setTimestamp,"将指定参数设置为给定的 
               java.sql.Timestamp值。",0.8640707,1.0
setXmlVersion,"作为 
               XML declaration的一部分指定此文档的版本号的属性。",0.757805,1.0
addTransformer,注册随附的变压器。,0.82006466,1.0
getKeyStrokesForAction,获取将导致给定操作的击键。,0.80536234,0.8
addOwner,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.6972554,1.0
getAsLong,获取结果。,0.81917125,1.0
getMonthValue,获取1到12之间的月份字段。,0.84153056,1.0
addAll,如果指定集合中的所有元素尚未存在（可选操作），则将其添加到此集合中。,0.74636734,1.0
setLong,"将指定参数设置为给定的Java 
               long值。",0.7905369,1.0
toString,"将此日期时间输出为 
               String 。",0.8290823,1.0
setByte,"将指定参数设置为给定的Java 
               byte值。",0.8109263,1.0
getAcl,读取访问控制列表。,0.86751086,1.0
setName,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.79022723,1.0
remove,从该列表中删除指定元素的第一个匹配项（如果存在）（可选操作）。,0.5654192,1.0
thenComparing,"返回一个字典顺序比较器，其中包含一个提取 
               Comparable排序键的函数。",0.8236785,1.0
getLogicalStyle,获取段落中给定位置的逻辑样式。,0.8714411,1.0
name,返回属性视图的名称。,0.4551566,1.0
format,使用指定的格式化程序在本月创建格式。,0.5609936,1.0
setSearchable,设置是否可以在where子句中使用指定的列。,0.8309391,1.0
equals,"返回 
               true如果参数表示相同的元件作为 
               this ，或 
               false否则。",0.7994271,1.0
toArray,返回包含此集合中所有元素的数组。,0.73247045,1.0
icSigHsvData,ICC配置文件颜色空间类型签名：'HSV'。,0.66028,1.0
getPITarget,获取处理指令的目标,0.82797086,1.0
copyOf,"以迭代顺序返回包含给定Collection的元素的 
               unmodifiable List 。",0.78257763,1.0
getResolveParent,获取用于解析键绑定的父键映射。,0.7900777,1.0
getPreviousElementSibling,返回对元素的兄弟节点的引用，该节点最紧接在文档顺序中的元素之前，并且属于Element类型。,0.8064988,0.8
getAnnotatedBounds,返回AnnotatedType对象的数组，这些对象表示使用类型来表示此TypeVariable表示的类型参数的上限。,0.76714885,1.0
user,指定创建连接时要使用的用户名,0.6554194,1.0
getLong,"获取此年份中指定字段的值，为 
               long 。",0.8131299,1.0
iterator,返回节点的迭代器。,0.8283799,1.0
openURI,"当要求应用程序打开 
               URI",0.8468634,1.0
forEachRemaining,对每个剩余元素执行给定操作，直到处理完所有元素或操作引发异常。,0.88608813,1.0
getSelectedObjects,"如果未选择任何项目，则返回所选项目或 
               null 。",0.6616119,1.0
epochSecond,获取1970-01-01T00：00：00Z的纪元的秒数。,0.7994031,1.0
getName,返回此类型变量的名称，因为它出现在源代码中。,0.8349811,1.0
parse,"从文本字符串（如 
               --12-03获取 
               MonthDay的实例。",0.8927296,1.0
newTransformer,为此Templates对象创建新的转换上下文。,0.8947964,1.0
getNamespaces,返回在此元素上声明的名称空间的迭代器。,0.83612275,1.0
setErrorHandler,已过时。,0.79925215,1.0
getLong,"从此月 - 日获取指定字段的值，作为 
               long 。",0.80117935,1.0
put,"相对批量 
               放置方法 
               （可选操作） 。",0.85629696,1.0
getLong,"读取长值的相对 
               get方法。",0.830462,1.0
disabledTextColor,禁用文本的颜色。,0.8368703,1.0
done,"已过时。

没有替代品",0.66783965,1.0
getChildCount,"返回子项数 
               parent 。",0.7913394,1.0
redefineModule,重新定义模块以展开它读取的模块集，它导出或打开的软件包集，或它使用或提供的服务。,0.87232804,1.0
streamBytes,当前消耗的字节数。,0.7765933,1.0
removeStatementEventListener,"从驱动程序检测到 
               PreparedStatement已关闭或无效时将通知的组件列表中删除指定的 
               StatementEventListener 。",0.8235277,0.8
createTextNode,"给定指定的字符串，创建一个 
               Text节点。",0.88613176,1.0
nextTransition,获取指定时刻之后的下一个转换。,0.80965936,1.0
isAfter,检查此日期时间是否在指定的日期时间之后，忽略年表。,0.8448726,1.0
parse,"使用特定格式化程序从文本字符串中获取 
               YearMonth的实例。",0.90166855,1.0
of,返回包含四个元素的不可修改集。,0.3800229,1.0
add,将指定元素插入此列表中的指定位置（可选操作）。,0.29777986,1.0
writeChar,"将 
               char值（由两个字节组成）写入输出流。",0.8076456,1.0
getShort,"检索JDBC的价值 
               SMALLINT参数为 
               short的Java编程语言。",0.8872459,1.0
errorRaised,"如果在前一轮处理中引发错误，则返回true ;
否则返回false 。",0.8015411,1.0
registerOutParameter,"将名为 
               parameterName的参数注册为JDBC类型 
               sqlType 。",0.90547407,1.0
readLine,从输入流中读取下一行文本。,0.78608274,1.0
getFloat,"检索JDBC的价值 
               FLOAT参数为 
               float的Java编程语言。",0.9079546,1.0
getFilter,当应用程序提供过滤器时，序列化程序将在序列化每个节点之前调用过滤器。,0.84138167,1.0
update,通知监听器线路状态已更改。,0.79680604,1.0
getRowId,"检索指定的JDBC 
               ROWID参数的值作为 
               java.sql.RowId对象。",0.8393385,1.0
subSet,"返回此set的部分视图，其元素范围为 
               fromElement到 
               toElement 。",0.8063954,1.0
period,根据年，月和日获得此年表的时间段。,0.54528874,1.0
plus,返回此日期时间的副本，并添加指定的数量。,0.816887,1.0
toString,返回此类型的信息性字符串表示形式。,0.83572376,1.0
write,将一个字节序列写入当前位置的流。,0.77562654,1.0
getLoginTimeout,获取此数据源在尝试连接到数据库时可以等待的最长时间（以秒为单位）。,0.8345668,1.0
editingCanceled,这告诉听众编辑器已取消编辑,0.7783345,1.0
writeLongs,将一系列longs写入当前位置的流。,0.7916765,1.0
getSize,"以 
               Dimension对象的形式返回此对象的大小。",0.82645655,1.0
addAll,将指定集合中的所有元素按指定集合的迭代器（可选操作）返回的顺序追加到此列表的末尾。,0.73691034,1.0
unwrap,返回实现给定接口的对象，以允许访问非标准方法或代理未公开的标准方法。,0.8223574,1.0
setPrincipal,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.90737844,1.0
write,写一个字节数组。,0.782544,1.0
toString,"输出此日期时间为 
               String 。",0.84332025,1.0
dragDropEnd,调用此方法表示拖放操作已完成。,0.80830246,1.0
removeAttribute,从集合中删除属性。,0.79840916,1.0
intersects,"测试 
               Shape的内部是否与指定矩形区域的内部相交。",0.70168656,1.0
getCalendarType,获取日历系统的日历类型。,0.83261544,1.0
getMaxFieldSize,检索可能为某些列值返回的最大字节数。,0.77798474,1.0
comparingLong,"接受从类型 
               T中提取 
               long排序键的 
               T ，并返回按该排序键进行比较的 
               Comparator<T> 。",0.7917871,1.0
toArray,以适当的顺序（从第一个元素到最后一个元素）返回包含此列表中所有元素的数组。,0.74238414,1.0
getItem,返回已编辑的项目,0.84611326,1.0
icHdrDeviceClass,ICC配置文件标题位置：配置文件的类型。,0.84517115,1.0
getInstant,获取转换瞬间。,0.8158854,1.0
paletteCloseIcon,调色板关闭图标。,0.80932367,1.0
read,从该通道读取一个字节序列到给定的缓冲区。,0.41784087,1.0
getNextValue,"返回 
               getValue()返回的对象之后的序列中的对象。",0.82783675,1.0
getDocFlavor,确定此doc对象将提供其打印数据的doc flavor。,0.89633256,1.0
readBoolean,"读取一个输入字节，并返回 
               true如果该字节不为零， 
               false如果该字节是零。",0.8872113,1.0
plusNanos,"返回此 
               ZonedDateTime的副本， 
               ZonedDateTime添加了指定的纳秒数。",0.857614,1.0
writeExternal,该对象实现writeExternal方法，通过调用DataOutput的方法来保存其内容，或者为对象，字符串和数组调用ObjectOutput的writeObject方法。,0.90547097,1.0
getID,检索请求的对象标识符。,0.8314215,1.0
setIdAttributeNode,"如果参数 
               isId是 
               true ，则此方法将指定的属性声明为用户确定的ID属性。",0.85668355,1.0
isLeaf,"如果 
               node是叶子，则返回 
               true 。",0.78425837,1.0
owner,返回文件的所有者。,0.3211211,1.0
setMute,设置此通道的静音状态。,0.75839156,1.0
isSupported,检查是否支持指定的字段。,0.31597376,1.0
getRaster,"返回 
               Raster其中包含为图形操作生成的颜色。",0.80479383,1.0
icSigSpace3CLR,ICC配置文件颜色空间类型签名：'3CLR'。,0.78520864,0.8
getValue,返回属性的值。,0.7305088,1.0
setVisible,设置插入符的可见性。,0.8866806,1.0
asElement,返回与此类型对应的元素。,0.7782512,1.0
setLocale,已过时。,0.82628536,1.0
getRowId,"以 
               java.sql.RowId对象的形式检索指定的JDBC 
               ROWID参数的值。",0.8380532,1.0
readClob,"从流中读取SQL 
               CLOB值，并将其作为Java编程语言中的 
               Clob对象返回。",0.80668926,1.0
put,"绝对 
               放法 
               （可选操作） 。",0.8496163,1.0
setObject,"使用Java 
               Object在此 
               RowSet对象的命令中设置指定参数。",0.8195155,1.0
typeNullable,"表示此数据类型允许使用 
               NULL值。",0.79400074,1.0
hashCode,此日期的哈希码。,0.8269304,1.0
compose,"返回一个组合函数，该函数首先将 
               before函数应用于其输入，然后将此函数应用于结果。",0.2927156,1.0
resizeFrame,用户已调整组件的大小。,0.8414388,1.0
isDirect,"判断此缓冲区是否为 
               direct 。",0.8254018,1.0
getOutputStatement,返回一个String，该String可用作使用支持的脚本语言的语法显示指定String的语句。,0.8486123,1.0
getTargetModules,返回要将包导出到的特定模块，如果将包导出到所有对此模块具有可读性的模块，则返回null。,0.8706007,1.0
getAllLoadedClasses,返回JVM当前加载的所有类的数组。,0.8042226,1.0
toString,"返回一个String，表示此 
               java.sql.RowId对象指定的SQL ROWID的值。",0.8515779,1.0
serialVersionUID,设置为指示序列化兼容性的类指纹。,0.8193178,1.0
uis,包含真实UI的向量。,0.8188852,1.0
getCertifiedText,"如果设置为true，则在解析[ 
               XML 1.1 ]时假设输入已经过认证（参见[ 
               XML 1.1 ]中的第2.13节）。",0.83068514,1.0
thenAcceptAsync,返回一个新的CompletionStage，当该阶段正常完成时，使用此阶段的默认异步执行工具执行，该阶段的结果作为所提供操作的参数。,0.80207163,1.0
toString,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.8688656,1.0
getContentHandler,返回当前内容处理程序。,0.8791015,1.0
getCharContent,返回此文件对象的字符内容（如果可用）。,0.85174423,1.0
invalidateLayout,使布局无效，表明如果布局管理器缓存了信息，则应将其丢弃。,0.88759756,1.0
getAvailableLocales,返回相应输入方法支持的语言环境。,0.8814466,1.0
getAnnotatedOwnerType,如果此类型表示嵌套类型，则返回此类型所属的潜在注释类型。,0.78057534,0.8
setCharacterStream,检索用于写入此SQLXML实例表示的XML值的流。,0.8509198,1.0
clearParameters,立即清除当前参数值。,0.8108927,1.0
elementDecl,报告元素类型声明。,0.7768427,1.0
mouseMoved,将鼠标光标移动到组件但未按下任何按钮时调用。,0.8224124,1.0
registryImpl,"已过时。

没有替代品。",0.8582449,1.0
getValidOffsets,获取这些规则中指定的本地日期时间适用的偏移量。,0.84927213,1.0
length,如果已知，则返回流的总长度。,0.6007987,1.0
put,"相对 
               put方法 
               （可选操作） 。",0.8560952,1.0
of,返回包含八个元素的不可修改列表。,0.37514532,1.0
of,获得ZoneRules的实例。,0.37375563,1.0
get,"从此日期时间获取指定字段的值为 
               int 。",0.7334207,1.0
getColumnNumber,返回当前文档事件结束的字符位置。,0.8347491,1.0
isCritical,返回最近处理的证书中证书策略扩展的关键性指示符。,0.75428236,1.0
slice,创建一个新的双缓冲区，其内容是此缓冲区内容的共享子序列。,0.7648348,1.0
wrap,将char数组包装到缓冲区中。,0.6751472,1.0
menuSelectionChanged,"当从菜单选择中添加或删除 
               MenuSelectionManager时，请 
               MenuElement 。",0.8749596,1.0
isId,返回此属性是否已知为类型ID（即包含其所有者元素的标识符）。,0.79470897,1.0
setDTDHandler,已过时。,0.8238346,1.0
comparingByKey,返回进行比较的比较Map.Entry通过使用特定的密钥Comparator 。,0.8065123,1.0
getUri,"此定位器指向的URI，如果没有可用的URI， 
               null 。",0.803788,1.0
getStringData,要解析的字符串数据。,0.8068799,1.0
getValue,返回模型的当前值。,0.74592173,1.0
startDTD,报告DTD声明的开始（如果有）。,0.6419488,1.0
pollLast,"检索并删除最后一个（最高）元素，如果此组为空，则返回 
               null 。",0.58096147,1.0
beginResizingFrame,当用户指示他们将开始调整帧的大小时，通常会调用此方法。,0.8496974,1.0
getAccessibleKeyBinding,返回与此对象关联的键绑定。,0.8262292,0.8
peek,"检索但不移除此双端队列表示的队列的头部（换句话说，此双端队列的第一个元素），如果此双端队列为空，则返回 
               null 。",0.79917395,1.0
readAsciiStream,读取流中的下一个属性并将其作为ASCII字符流返回。,0.84497744,1.0
flush,通过将任何缓冲的输出写入基础流来刷新此流。,0.3395518,1.0
setSigned,设置指定列是否为带符号的数字。,0.75790715,1.0
registerOutParameter,注册指定的输出参数。,0.8761241,1.0
hashCode,返回此set的哈希码值。,0.79019034,1.0
getFormat,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.8395863,1.0
getLogWriter,"检索此 
               DataSource对象的日志 
               DataSource 。",0.7663042,1.0
toString,"本月的输出为 
               String ，例如 
               --12-03 。",0.8541635,1.0
getName,符号名称。,0.7188,1.0
setBinaryStream,将指定参数设置为给定输入流，该输入流将具有指定的字节数。,0.8122821,1.0
getSystemId,获取将解析相对URL的基本ID（URI或系统ID）。,0.79867196,1.0
add,向正在构建的流添加元素。,0.3195246,1.0
subtractFrom,从指定的时态对象中减去此对象。,0.809322,1.0
hasMore,确定枚举中是否还有其他元素。,0.8063482,1.0
readFully,"读取 
               len根据当前字节顺序从流浮标（32位IEEE单精度浮点值），并且将它们存储到 
               f开始于索引 
               off 。",0.74792254,1.0
writeAttribute,将属性写入输出流而不带前缀。,0.85730535,1.0
from,"从时态对象获得 
               ChronoLocalDate的实例。",0.6577287,1.0
setObject,使用给定对象设置指定参数的值。,0.7829503,1.0
allocate,分配一个新的字节缓冲区。,0.8515591,1.0
filter,"在 
               BufferedImage上执行单输入/单输出操作。",0.41909423,1.0
setTimestamp,"使用给定的 
               Calendar对象将指定参数设置为给定的 
               java.sql.Timestamp值。",0.87515634,1.0
play,已过时。,0.59459543,1.0
loadInstrument,使特定仪器可用于合成。,0.8387697,1.0
removeEntry,不推荐使用，要删除：此API元素将在以后的版本中删除。,0.6913358,1.0
setBlob,"将指定参数设置为 
               InputStream对象。",0.80017406,1.0
warningOccurred,报告编码中出现非致命错误。,0.83138084,1.0
getSources,返回RenderedImages的矢量，它是此RenderedImage的图像数据的直接来源。,0.8413547,1.0
getEnclosingElement,"如果存在这样的模块，则返回封闭模块;
否则返回null 。",0.7414521,1.0
remove,删除序列的某些部分。,0.5928629,1.0
remove,从底层集合中移除此迭代器返回的最后一个元素（可选操作）。,0.54709834,1.0
setClob,"将指定参数设置为给定的 
               java.sql.Clob对象。",0.75387836,1.0
resolve,"一个给定的路径字符串转换为 
               Path并解析它针对此 
               Path在完全按规定的方式 
               resolve方法。",0.50420386,1.0
getLong,"获取指定字段的 
               long 。",0.78788793,1.0
toUri,返回表示此路径的URI。,0.7686124,1.0
uis,包含真实UI的向量。,0.8188852,1.0
getPublicId,此输入源的公共标识符。,0.8421782,1.0
now,从默认时区中的系统时钟获取当前月 - 日。,0.62128294,1.0
getImplementation,"处理此文档的 
               DOMImplementation对象。",0.8481373,1.0
of,返回包含两个元素的不可修改集。,0.3832389,1.0
of,返回包含五个元素的不可修改列表。,0.3746162,1.0
or,返回一个组合谓词，表示此谓词与另一个谓词的短路逻辑OR。,0.45449194,1.0
isAttribute,用于检查此事件是否为属性的实用程序函数。,0.89309746,1.0
getPeerCertificateChain,"已过时。

应该使用返回java.security.cert.Certificate数组的getPeerCertificates()方法。",0.869138,0.8
processingInstruction,接收处理指令的通知。,0.8140936,0.8
isReleasable,"如果不需要阻止，则返回 
               true 。",0.8315045,1.0
getNewDocument,完成加载的文档。,0.8041408,1.0
getFont,获取一组属性并将其转换为字体规范。,0.7985349,1.0
getAnnotationsByType,"返回与此构造 
               关联的注释。",0.6956712,1.0
arrayOffset,"返回此缓冲区缓冲区第一个元素的后备数组中的偏移量 
               （可选操作） 。",0.7947566,1.0
getAlternatives,返回包含此联合类型的替代项。,0.7943392,1.0
addTo,添加到指定的时态对象。,0.7747801,1.0
readDate,"读取流中的下一个属性并将其作为 
               java.sql.Date对象返回。",0.84099746,1.0
addTreeModelListener,"为树更改后发布的 
               TreeModelEvent添加一个侦听器。",0.8451565,1.0
getValue,已过时。,0.8074857,1.0
isEqual,检查此日期时间是否等于指定的日期时间，忽略年表。,0.82043207,1.0
icSigBToA2Tag,ICC配置文件标记签名：'B2A2'。,0.7725353,0.8
createObjectFactory,使用提供的环境创建新的对象工厂。,0.8349774,1.0
icSigPs2CRD1Tag,ICC配置文件标记签名：'psd1'。,0.7856922,0.8
requestFocus,请求关注此对象。,0.73770046,1.0
close,关闭模块阅读器。,0.41565514,1.0
removeAttributeNS,按本地名称和名称空间URI删除属性。,0.6720573,1.0
getPreviousValue,"返回 
               getValue()返回的对象之前的序列中的对象。",0.8576584,1.0
bestRowTransaction,指示最佳行标识符的范围是当前事务的剩余部分。,0.8368898,1.0
addBatch,"向此 
               PreparedStatement对象的一批命令添加一组参数。",0.8221247,1.0
wrap,将字节数组包装到缓冲区中。,0.6710885,1.0
release,释放一个字节缓冲区。,0.47147167,1.0
andThen,"返回首先将此函数应用于其输入的 
               after函数，然后将 
               after函数应用于结果。",0.71369123,1.0
applyAsLong,将此函数应用于给定的参数。,0.73048705,1.0
getTypeParameters,以声明顺序返回元素的形式类型参数。,0.8363426,1.0
clone,"制作此 
               CertPathValidatorResult的副本。",0.8330608,1.0
serialVersionUID,设置的类型指纹，表示与该类型的先前版本的序列化兼容性。,0.8335049,1.0
getBounds,返回此类型参数的边界。,0.6939999,1.0
functionReturnsTable,表示该函数返回一个表。,0.75519884,1.0
isTileWritable,返回当前是否已检出磁贴以进行写入。,0.8452951,1.0
isVisible,确定对象是否可见。,0.8791295,1.0
completed,操作完成时调用。,0.4295372,1.0
listIterator,返回此列表中元素的列表迭代器（按适当顺序）。,0.7980724,1.0
getLinkCount,返回此超文本文档中的链接数。,0.84279436,1.0
remove,"从接收器中删除 
               node 。",0.6094675,1.0
isDefault,"返回 
               true如果此方法是默认的方法，并返回 
               false其他。",0.85901713,1.0
procedureResultUnknown,表示不知道该过程是否返回结果。,0.7451503,0.8
contains,"测试名称是否为此 
               NameList一部分。",0.42604178,1.0
